zipcode,State,City,Metro,CountyName,Average RE Prices
63645,MO,Fredericktown,,Madison County,86888.16667
63648,MO,Irondale,,Washington County,83925.83333
63650,MO,Ironton,,Iron County,75347.25
63653,MO,Leadwood,Farmington,Saint Francois County,29984.75
63654,MO,Lesterville,,Reynolds County,110637.8333
63655,MO,Marquand,,Madison County,107582.75
63656,MO,Ironton,,Iron County,65624.33333
63660,MO,Mineral Point,,Washington County,78828.91667
63662,MO,Patton,Cape Girardeau,Bollinger County,109514.6667
63663,MO,Pilot Knob,,Iron County,59404.75
63664,MO,Potosi,,Washington County,83573.41667
63665,MO,Redford,,Reynolds County,130170.9167
63670,MO,Sainte Genevieve,,Sainte Genevieve County,113379.9167
63673,MO,Saint Mary,,Sainte Genevieve County,135749.5
63675,MO,Annapolis,,Iron County,111033.8333
63701,MO,Cape Girardeau,Cape Girardeau,Cape Girardeau County,160121.1667
63703,MO,Cape Girardeau,Cape Girardeau,Cape Girardeau County,77360.08333
63730,MO,Advance,,Stoddard County,95634.16667
63732,MO,Altenburg,Cape Girardeau,Cape Girardeau County,153315.6667
63735,MO,Bell City,,Stoddard County,73414.91667
63736,MO,Benton,Sikeston,Scott County,114644.5
63737,MO,Frohna,,Perry County,118519.5
63738,MO,Brownwood,,Stoddard County,48450.41667
63739,MO,Burfordville,Cape Girardeau,Cape Girardeau County,152272.0833
63740,MO,Chaffee,Sikeston,Scott County,97123.16667
63743,MO,Oak Ridge,Cape Girardeau,Cape Girardeau County,157146.5833
63747,MO,Perryville,,Perry County,199650.25
63748,MO,Frohna,,Perry County,148220.25
63750,MO,Zalma,Cape Girardeau,Bollinger County,107998.9167
63751,MO,Marquand,,Madison County,109714
63752,MO,Gordonville,Cape Girardeau,Cape Girardeau County,177087.0833
63755,MO,Jackson,Cape Girardeau,Cape Girardeau County,184030.4167
63758,MO,Kelso,Sikeston,Scott County,139361.8333
63764,MO,Marble Hill,Cape Girardeau,Bollinger County,109790.8333
63766,MO,Millersville,Cape Girardeau,Cape Girardeau County,164591.1667
63767,MO,Morley,Sikeston,Scott County,70245.91667
63769,MO,Oak Ridge,Cape Girardeau,Cape Girardeau County,211317.1667
63770,MO,Old Appleton,Cape Girardeau,Cape Girardeau County,112215.6667
63771,MO,Oran,Sikeston,Scott County,100343.3333
63775,MO,Perryville,,Perry County,137828.0833
63780,MO,Scott City,Sikeston,Scott County,113358
63781,MO,Perryville,,Perry County,122040.5
63782,MO,Sturdivant,Cape Girardeau,Bollinger County,101238.4167
63783,MO,Uniontown,,Perry County,162784.5833
63784,MO,Vanduser,Sikeston,Scott County,60659.33333
63785,MO,Whitewater,Cape Girardeau,Cape Girardeau County,161696.4167
63787,MO,Zalma,Cape Girardeau,Bollinger County,106866.8333
63801,MO,Sikeston,Sikeston,Scott County,107287.75
63821,MO,Arbyrd,Kennett,Dunklin County,42943.33333
63822,MO,Bernie,,Stoddard County,65030.16667
63823,MO,Bertrand,,Mississippi County,85062.5
63825,MO,Bloomfield,,Stoddard County,83039.83333
63826,MO,Steele,,Pemiscot County,65535.58333
63827,MO,Bragg City,,Pemiscot County,86365.41667
63829,MO,Cardwell,Kennett,Dunklin County,46287.41667
63830,MO,Caruthersville,,Pemiscot County,78267.75
63833,MO,Catron,,New Madrid County,102759.25
63834,MO,Charleston,,Mississippi County,84987.58333
63837,MO,Clarkton,Kennett,Dunklin County,52154.5
63839,MO,Cooter,,Pemiscot County,86590.25
63841,MO,Dexter,,Stoddard County,104467.9167
63845,MO,East Prairie,,Mississippi County,86571.41667
63846,MO,Essex,,Stoddard County,69379.75
63847,MO,Gibson,Kennett,Dunklin County,43513.33333
63848,MO,Gideon,,New Madrid County,55424.91667
63849,MO,Gobler,Kennett,Dunklin County,82173.91667
63851,MO,Hayti,,Pemiscot County,56754.5
63852,MO,Holcomb,Kennett,Dunklin County,69665.75
63853,MO,Holland,,Pemiscot County,62905.08333
63855,MO,Hornersville,Kennett,Dunklin County,61609.16667
63857,MO,Kennett,Kennett,Dunklin County,85089
63862,MO,Lilbourn,,New Madrid County,58870.66667
63863,MO,Malden,Kennett,Dunklin County,64439.66667
63866,MO,Marston,,New Madrid County,53078.83333
63867,MO,Matthews,,New Madrid County,84369.66667
63869,MO,New Madrid,,New Madrid County,91091.83333
63873,MO,Portageville,,New Madrid County,80990.83333
63874,MO,Risco,,New Madrid County,70780.91667
63875,MO,Rives,Kennett,Dunklin County,88412.16667
63876,MO,Senath,Kennett,Dunklin County,64339.41667
63877,MO,Steele,,Pemiscot County,87096.08333
63878,MO,Tallapoosa,,New Madrid County,50287.5
63879,MO,Wardell,,Pemiscot County,51029.75
63882,MO,Wyatt,,Mississippi County,81904.58333
63901,MO,Poplar Bluff,Poplar Bluff,Butler County,111536.25
63932,MO,Broseley,Poplar Bluff,Butler County,91970.16667
63933,MO,Campbell,Kennett,Dunklin County,73270.66667
63935,MO,Doniphan,,Ripley County,84512.5
63936,MO,Dudley,,Stoddard County,96081.75
63937,MO,Ellsinore,,Carter County,132137.0833
63939,MO,Doniphan,,Ripley County,88807.4
63940,MO,Fisk,Poplar Bluff,Butler County,69481.91667
63941,MO,Fremont,,Carter County,103133.4167
63942,MO,Gatewood,,Ripley County,112053.6667
63945,MO,Poplar Bluff,Poplar Bluff,Butler County,119827.8333
63953,MO,Naylor,,Ripley County,80379.16667
63954,MO,Neelyville,Poplar Bluff,Butler County,64746.41667
63956,MO,Patterson,,Wayne County,88239.25
63957,MO,Piedmont,,Wayne County,82600.58333
63960,MO,Puxico,,Stoddard County,87216.83333
63961,MO,Qulin,Poplar Bluff,Butler County,82088.66667
63965,MO,Van Buren,,Carter County,123413.75
63966,MO,Wappapello,,Wayne County,83737.5
63967,MO,Williamsville,,Wayne County,135817.9167
64001,MO,Alma,Kansas City,Lafayette County,111624.5
64011,MO,Bates City,Kansas City,Lafayette County,213314.6667
64012,MO,Belton,Kansas City,Cass County,164926.6667
64014,MO,Blue Springs,Kansas City,Jackson County,183823.9167
64015,MO,Blue Springs,Kansas City,Jackson County,195172.0833
64016,MO,Buckner,Kansas City,Jackson County,140096.8333
64017,MO,Camden,Kansas City,Ray County,75229.08333
64018,MO,Camden Point,Kansas City,Platte County,187282.8333
64019,MO,Centerview,Warrensburg,Johnson County,172955.25
64020,MO,Concordia,Kansas City,Lafayette County,133421.25
64021,MO,Corder,Kansas City,Lafayette County,101447.9167
64022,MO,Dover,Kansas City,Lafayette County,94629.58333
64024,MO,Excelsior Springs,Kansas City,Clay County,135751.9167
64028,MO,Farley,Kansas City,Platte County,130421.4167
64029,MO,Grain Valley,Kansas City,Jackson County,209043.1667
64030,MO,Grandview,Kansas City,Jackson County,126488.1667
64034,MO,Greenwood,Kansas City,Jackson County,237987
64035,MO,Hardin,Kansas City,Ray County,61375.5
64036,MO,Henrietta,Kansas City,Ray County,35583.25
64037,MO,Higginsville,Kansas City,Lafayette County,117183.8333
64040,MO,Holden,Warrensburg,Johnson County,142969.0833
64048,MO,Holt,Kansas City,Clay County,235785.5833
64050,MO,Independence,Kansas City,Jackson County,92462.75
64052,MO,Independence,Kansas City,Jackson County,89678.08333
64053,MO,Independence,Kansas City,Jackson County,58814.41667
64054,MO,Sugar Creek,Kansas City,Jackson County,76527.83333
64055,MO,Independence,Kansas City,Jackson County,136945.5833
64056,MO,Independence,Kansas City,Jackson County,132557.5
64057,MO,Independence,Kansas City,Jackson County,184223.1667
64058,MO,Sugar Creek,Kansas City,Jackson County,146517.1667
64060,MO,Kearney,Kansas City,Clay County,254691.1667
64061,MO,Kingsville,Warrensburg,Johnson County,204504.1667
64062,MO,Lawson,Kansas City,Ray County,159373.3333
64063,MO,Lees Summit,Kansas City,Jackson County,184284.1667
64064,MO,Lees Summit,Kansas City,Jackson County,302324.8333
64066,MO,Levasy,Kansas City,Jackson County,109240.4167
64067,MO,Lexington,Kansas City,Lafayette County,100469.25
64068,MO,Liberty,Kansas City,Clay County,204477.4167
64070,MO,Lone Jack,Kansas City,Jackson County,270855
64071,MO,Mayview,Kansas City,Lafayette County,161007.8333
64072,MO,Missouri City,Kansas City,Clay County,112254.6667
64074,MO,Napoleon,Kansas City,Lafayette County,181086.4167
64075,MO,Oak Grove,Kansas City,Jackson County,180539.9167
64076,MO,Odessa,Kansas City,Lafayette County,157998.4167
64077,MO,Orrick,Kansas City,Ray County,96702.91667
64078,MO,Peculiar,Kansas City,Cass County,221138.6667
64079,MO,Platte City,Kansas City,Platte County,233106.1667
64080,MO,Pleasant Hill,Kansas City,Cass County,214713
64081,MO,Lees Summit,Kansas City,Jackson County,264503.3333
64082,MO,Lees Summit,Kansas City,Jackson County,303069.1667
64083,MO,Raymore,Kansas City,Cass County,231319.25
64084,MO,Rayville,Kansas City,Ray County,158502.1667
64085,MO,Richmond,Kansas City,Ray County,98050.66667
64086,MO,Lees Summit,Kansas City,Jackson County,229180.0833
64088,MO,Sibley,Kansas City,Jackson County,173043.25
64089,MO,Smithville,Kansas City,Clay County,244290.4167
64090,MO,Strasburg,Kansas City,Cass County,87352.5
64093,MO,Warrensburg,Warrensburg,Johnson County,169898.5
64096,MO,Waverly,Kansas City,Lafayette County,86106.66667
64097,MO,Wellington,Kansas City,Lafayette County,115719.4167
64098,MO,Weston,Kansas City,Platte County,199714.75
64105,MO,Kansas City,Kansas City,Jackson County,142207.3333
64106,MO,Kansas City,Kansas City,Jackson County,198827.25
64108,MO,Kansas City,Kansas City,Jackson County,225347
64109,MO,Kansas City,Kansas City,Jackson County,99562.08333
64110,MO,Kansas City,Kansas City,Jackson County,161845.25
64111,MO,Kansas City,Kansas City,Jackson County,213717.3333
64112,MO,Kansas City,Kansas City,Jackson County,344614.9167
64113,MO,Kansas City,Kansas City,Jackson County,439936.8333
64114,MO,Kansas City,Kansas City,Jackson County,194141.0833
64116,MO,Kansas City,Kansas City,Jackson County,156144.9167
64117,MO,Kansas City,Kansas City,Jackson County,128162.5
64118,MO,Gladstone,Kansas City,Clay County,164186.1667
64119,MO,Kansas City,Kansas City,Jackson County,156000
64123,MO,Kansas City,Kansas City,Jackson County,65735.08333
64124,MO,Kansas City,Kansas City,Jackson County,59786.25
64125,MO,Kansas City,Kansas City,Jackson County,43912.08333
64126,MO,Kansas City,Kansas City,Jackson County,41327.75
64127,MO,Kansas City,Kansas City,Jackson County,41966
64128,MO,Kansas City,Kansas City,Jackson County,35130.16667
64129,MO,Kansas City,Kansas City,Jackson County,79094.16667
64130,MO,Kansas City,Kansas City,Jackson County,38450.58333
64131,MO,Kansas City,Kansas City,Jackson County,154128.3333
64132,MO,Kansas City,Kansas City,Jackson County,42874.25
64133,MO,Raytown,Kansas City,Jackson County,123239.25
64134,MO,Kansas City,Kansas City,Jackson County,86289.08333
64136,MO,Kansas City,Kansas City,Jackson County,152206.6667
64137,MO,Kansas City,Kansas City,Jackson County,130386.6667
64138,MO,Raytown,Kansas City,Jackson County,119474.75
64139,MO,Kansas City,Kansas City,Jackson County,327019.9167
64145,MO,Kansas City,Kansas City,Jackson County,285529.0833
64146,MO,Kansas City,Kansas City,Jackson County,166050.0833
64149,MO,Kansas City,Kansas City,Jackson County,317634.4167
64150,MO,Riverside,Kansas City,Platte County,251558
64151,MO,Kansas City,Kansas City,Jackson County,216397
64152,MO,Parkville,Kansas City,Platte County,261626
64153,MO,Kansas City,Kansas City,Jackson County,232312.4167
64154,MO,Kansas City,Kansas City,Jackson County,278471.0833
64155,MO,Kansas City,Kansas City,Jackson County,219389.3333
64156,MO,Kansas City,Kansas City,Jackson County,306218.6667
64157,MO,Kansas City,Kansas City,Jackson County,281481
64158,MO,Kansas City,Kansas City,Jackson County,248031.0833
64161,MO,Birmingham,Kansas City,Clay County,126387.25
64163,MO,Kansas City,Kansas City,Jackson County,154327.9167
64164,MO,Kansas City,Kansas City,Jackson County,262844.5
64165,MO,Kansas City,Kansas City,Jackson County,290154.6667
64166,MO,Kansas City,Kansas City,Jackson County,299874.8333
64167,MO,Kansas City,Kansas City,Jackson County,432377.5
64401,MO,Agency,St. Joseph,Buchanan County,222834.4167
64402,MO,Albany,,Gentry County,73345.91667
64421,MO,Amazonia,St. Joseph,Andrew County,128579.5833
64422,MO,Amity,St. Joseph,DeKalb County,158783.6667
64423,MO,Barnard,Maryville,Nodaway County,142621.4167
64424,MO,Bethany,,Harrison County,87964.5
64426,MO,Blythedale,,Harrison County,60452.58333
64427,MO,Bolckow,St. Joseph,Andrew County,124340.5833
64428,MO,Burlington Junction,Maryville,Nodaway County,81334.91667
64429,MO,Cameron,Kansas City,Clinton County,131499.5
64430,MO,Clarksdale,St. Joseph,DeKalb County,148131.0833
64431,MO,Clearmont,Maryville,Nodaway County,92521.83333
64432,MO,Clyde,Maryville,Nodaway County,74752.91667
64433,MO,Conception,Maryville,Nodaway County,70869.75
64434,MO,Conception Junction,Maryville,Nodaway County,146092.75
64436,MO,Cosby,St. Joseph,Andrew County,179340.25
64438,MO,Darlington,,Gentry County,112952.0833
64439,MO,Dearborn,Kansas City,Platte County,169249.25
64440,MO,De Kalb,St. Joseph,Buchanan County,125187.0833
64441,MO,Martinsville,,Harrison County,181099.125
64442,MO,Eagleville,,Harrison County,80843.41667
64443,MO,Easton,St. Joseph,Buchanan County,186181
64444,MO,Edgerton,Kansas City,Platte County,172979.0833
64445,MO,Elmo,Maryville,Nodaway County,75249.33333
64446,MO,Fairfax,,Atchison County,56889.5
64448,MO,Faucett,St. Joseph,Buchanan County,201900.9167
64449,MO,Fillmore,St. Joseph,Andrew County,85881.16667
64453,MO,Ravenwood,Maryville,Nodaway County,169516.3333
64454,MO,Gower,Kansas City,Clinton County,159813
64455,MO,Graham,Maryville,Nodaway County,122567.1667
64457,MO,Guilford,Maryville,Nodaway County,120083.5833
64458,MO,Martinsville,,Harrison County,110797.9167
64459,MO,Helena,St. Joseph,Andrew County,154793.5
64461,MO,Hopkins,Maryville,Nodaway County,85519.91667
64463,MO,King City,,Gentry County,91359.41667
64465,MO,Lathrop,Kansas City,Clinton County,138787.6667
64467,MO,Martinsville,,Harrison County,122327.75
64468,MO,Maryville,Maryville,Nodaway County,141079.1667
64469,MO,Maysville,St. Joseph,DeKalb County,123010.1667
64471,MO,New Hampton,,Harrison County,71482.16667
64474,MO,Osborn,St. Joseph,DeKalb County,119100.5833
64475,MO,Parnell,Maryville,Nodaway County,102081
64476,MO,Pickering,Maryville,Nodaway County,95562.25
64477,MO,Plattsburg,Kansas City,Clinton County,141853.75
64479,MO,Ravenwood,Maryville,Nodaway County,129473.5
64480,MO,Rea,St. Joseph,Andrew County,144902
64481,MO,Ridgeway,,Harrison County,62669
64482,MO,Rock Port,,Atchison County,92628.91667
64483,MO,Rosendale,St. Joseph,Andrew County,135099.0833
64484,MO,Rushville,St. Joseph,Buchanan County,95467.75
64485,MO,Savannah,St. Joseph,Andrew County,143704.3333
64486,MO,Sheridan,,Worth County,167125.0833
64487,MO,Skidmore,Maryville,Nodaway County,67405.5
64489,MO,Stanberry,,Gentry County,90397.25
64490,MO,Stewartsville,St. Joseph,DeKalb County,148590.75
64491,MO,Tarkio,,Atchison County,58062.75
64492,MO,Trimble,Kansas City,Clinton County,216659.5
64493,MO,Turney,Kansas City,Clinton County,159617.6667
64494,MO,Union Star,St. Joseph,DeKalb County,117081.9167
64496,MO,Watson,,Atchison County,61275.66667
64497,MO,Weatherby,St. Joseph,DeKalb County,170851.75
64498,MO,Westboro,,Atchison County,73623.16667
64501,MO,Saint Joseph,St. Joseph,Buchanan County,59965.58333
64503,MO,Saint Joseph,St. Joseph,Buchanan County,96242.66667
64504,MO,Saint Joseph,St. Joseph,Buchanan County,62992.91667
64505,MO,Saint Joseph,St. Joseph,Buchanan County,119085.5
64506,MO,Saint Joseph,St. Joseph,Buchanan County,174010.0833
64507,MO,Saint Joseph,St. Joseph,Buchanan County,90882.5
64601,MO,Chillicothe,,Livingston County,107044.5
64620,MO,Altamont,,Daviess County,170926.1667
64622,MO,Bogard,,Carroll County,78770.83333
64623,MO,Bosworth,,Carroll County,89773.91667
64624,MO,Braymer,Kansas City,Caldwell County,74855.41667
64625,MO,Breckenridge,Kansas City,Caldwell County,73308.75
64628,MO,Brookfield,,Linn County,61278.75
64630,MO,Browning,,Linn County,56533.08333
64631,MO,Bucklin,,Linn County,58118.41667
64632,MO,Cainsville,,Harrison County,50771.75
64633,MO,Carrollton,,Carroll County,76862.16667
64635,MO,Chula,,Livingston County,123008.8333
64636,MO,Coffey,,Daviess County,89706.41667
64637,MO,Cowgill,Kansas City,Caldwell County,143391.9167
64638,MO,Dawn,,Livingston County,122602.5833
64639,MO,De Witt,,Carroll County,78013.5
64640,MO,Gallatin,,Daviess County,114311.0833
64641,MO,Galt,,Grundy County,58790.16667
64642,MO,Gilman City,,Harrison County,55462.16667
64643,MO,Hale,,Carroll County,115424.25
64644,MO,Hamilton,Kansas City,Caldwell County,103693.4167
64646,MO,Humphreys,,Sullivan County,45546.41667
64647,MO,Jameson,,Daviess County,91706.75
64648,MO,Jamesport,,Daviess County,105904.8333
64649,MO,Kidder,Kansas City,Caldwell County,139620
64650,MO,Kingston,Kansas City,Caldwell County,135593.3333
64651,MO,Laclede,,Linn County,71816
64652,MO,Laredo,,Grundy County,44893.66667
64653,MO,Linneus,,Linn County,74166
64655,MO,Newtown,,Putnam County,56845.41667
64656,MO,Ludlow,,Livingston County,80613.58333
64657,MO,McFall,,Gentry County,82033.91667
64658,MO,Marceline,,Chariton County,45432.75
64659,MO,Meadville,,Linn County,85685.25
64660,MO,Mendon,,Chariton County,91309.66667
64661,MO,Mercer,,Mercer County,56520.75
64664,MO,Mooresville,,Livingston County,114610.6667
64667,MO,Newtown,,Putnam County,46068.75
64668,MO,Norborne,,Carroll County,76939.33333
64670,MO,Pattonsburg,,Daviess County,121857.3333
64671,MO,Polo,Kansas City,Caldwell County,142303.9167
64672,MO,Powersville,,Putnam County,59792.33333
64673,MO,Princeton,,Mercer County,51877.41667
64674,MO,Purdin,,Linn County,64339.41667
64679,MO,Spickard,,Grundy County,75672.91667
64681,MO,Hale,,Carroll County,135396.8333
64682,MO,Tina,,Carroll County,92397.75
64683,MO,Trenton,,Grundy County,65206.16667
64686,MO,Utica,,Livingston County,69297.75
64688,MO,Wheeling,,Livingston County,105405.5
64689,MO,Winston,,Daviess County,104853.5
64701,MO,Harrisonville,Kansas City,Cass County,172455.4167
64720,MO,Adrian,Kansas City,Bates County,141158.4167
64722,MO,Amoret,Kansas City,Bates County,91894.08333
64723,MO,Amsterdam,Kansas City,Bates County,110397.5
64724,MO,Appleton City,,Saint Clair County,81644.91667
64725,MO,Archie,Kansas City,Cass County,158194.9167
64726,MO,Blairstown,,Henry County,112067.8333
64728,MO,Bronaugh,,Vernon County,98771.5
64730,MO,Butler,Kansas City,Bates County,114202.5
64733,MO,Chilhowee,Warrensburg,Johnson County,124507
64734,MO,Cleveland,Kansas City,Cass County,239543.6667
64735,MO,Clinton,,Henry County,94267.66667
64738,MO,Collins,,Saint Clair County,116536.8333
64739,MO,Creighton,Kansas City,Cass County,149753.1667
64740,MO,Deepwater,,Henry County,81030.25
64741,MO,Deerfield,,Vernon County,101438.8333
64742,MO,Drexel,Kansas City,Cass County,162406
64743,MO,East Lynne,Kansas City,Cass County,116598.1667
64744,MO,El Dorado Springs,,Cedar County,102343.6667
64746,MO,Freeman,Kansas City,Cass County,168366.4167
64747,MO,Garden City,Kansas City,Cass County,153603.1667
64748,MO,Golden City,,Barton County,71278.58333
64750,MO,Schell City,,Vernon County,111049.9167
64752,MO,Hume,Kansas City,Bates County,93540.91667
64755,MO,Jasper,Joplin,Jasper County,124304.6667
64756,MO,Jerico Springs,,Cedar County,107348
64759,MO,Lamar,,Barton County,93930.83333
64761,MO,Leeton,Warrensburg,Johnson County,110866
64762,MO,Liberal,,Barton County,79271.66667
64763,MO,Lowry City,,Saint Clair County,71787.33333
64767,MO,Nevada,,Vernon County,96511.08333
64769,MO,Mindenmines,,Barton County,41919.75
64770,MO,Montrose,,Henry County,110218.3333
64771,MO,Nevada,,Vernon County,112824.8333
64772,MO,Nevada,,Vernon County,94921
64776,MO,Osceola,,Saint Clair County,98651.91667
64778,MO,Horton,,Vernon County,147016.4167
64779,MO,Rich Hill,Kansas City,Bates County,79991.41667
64780,MO,Rockville,,Saint Clair County,125217.5833
64783,MO,Schell City,,Vernon County,70810
64784,MO,Sheldon,,Vernon County,99547.83333
64788,MO,Urich,,Henry County,99029.75
64790,MO,Walker,,Vernon County,97364.08333
64804,MO,Joplin,Joplin,Jasper County,138218.0833
64831,MO,Anderson,Fayetteville-Springdale-Rogers,McDonald County,113381.75
64832,MO,Asbury,Joplin,Jasper County,133546.9167
64835,MO,Carterville,Joplin,Jasper County,64438.75
64836,MO,Carthage,Joplin,Jasper County,124524.6667
64840,MO,Diamond,Joplin,Newton County,119102
64842,MO,Fairview,Joplin,Newton County,75834.5
64843,MO,Goodman,Fayetteville-Springdale-Rogers,McDonald County,98572.25
64844,MO,Granby,Joplin,Newton County,76398.33333
64847,MO,Lanagan,Fayetteville-Springdale-Rogers,McDonald County,62721.58333
64848,MO,La Russell,,Lawrence County,125048
64850,MO,Neosho,Joplin,Newton County,107938.25
64854,MO,Noel,Fayetteville-Springdale-Rogers,McDonald County,100382.9167
64856,MO,Pineville,Fayetteville-Springdale-Rogers,McDonald County,126457.9167
64857,MO,Purcell,Joplin,Jasper County,74291.25
64858,MO,Seneca,Joplin,Newton County,167853.1667
64861,MO,Rocky Comfort,Fayetteville-Springdale-Rogers,McDonald County,129398
64862,MO,Sarcoxie,Joplin,Jasper County,102978.4167
64863,MO,South West City,Fayetteville-Springdale-Rogers,McDonald County,81064.16667
64865,MO,Seneca,Joplin,Newton County,98983
64866,MO,Newtonia,Joplin,Newton County,112645.4167
64867,MO,Stella,Fayetteville-Springdale-Rogers,McDonald County,122671.5833
64873,MO,Wentworth,Joplin,Newton County,132898.5833
64874,MO,Wheaton,,Barry County,80931
65001,MO,Argyle,Jefferson City,Osage County,133556.25
65010,MO,Ashland,Columbia,Boone County,202056.5833
65011,MO,Barnett,,Morgan County,140773.3333
65013,MO,Belle,,Maries County,110321.0833
65014,MO,Bland,,Gasconade County,123161.75
65016,MO,Tebbetts,Jefferson City,Callaway County,172275.3333
65017,MO,Brumley,,Miller County,95360.5
65018,MO,California,Jefferson City,Moniteau County,128615.1667
65020,MO,Camdenton,,Camden County,170653.6667
65023,MO,Centertown,Jefferson City,Cole County,160264.5833
65024,MO,Chamois,Jefferson City,Osage County,112825.8333
65025,MO,Clarksburg,Jefferson City,Moniteau County,109411.8333
65026,MO,Eldon,,Miller County,110188.6667
65032,MO,Eugene,,Miller County,152243
65034,MO,Fortuna,Jefferson City,Moniteau County,117428.6667
65035,MO,Freeburg,Jefferson City,Osage County,179432.9167
65037,MO,Stover,,Morgan County,189644.3333
65039,MO,Hartsburg,Columbia,Boone County,230240.9167
65040,MO,Henley,Jefferson City,Cole County,153819.8333
65041,MO,Hermann,,Gasconade County,125789.4167
65042,MO,California,Jefferson City,Moniteau County,190028.8333
65043,MO,Holts Summit,Jefferson City,Callaway County,164073.3333
65046,MO,Jamestown,Jefferson City,Moniteau County,123861.5
65047,MO,Kaiser,,Miller County,139282.75
65048,MO,Westphalia,Jefferson City,Osage County,148404.75
65049,MO,Village of Four Seasons,,Camden County,204644
65050,MO,Latham,Jefferson City,Moniteau County,198318
65051,MO,Linn,Jefferson City,Osage County,149169.5833
65052,MO,Linn Creek,,Camden County,183478.5833
65053,MO,Lohman,Jefferson City,Cole County,205817.5
65054,MO,Jefferson City,Jefferson City,Cole County,167262.3333
65055,MO,California,Jefferson City,Moniteau County,148891.8333
65058,MO,Meta,Jefferson City,Osage County,152665.4167
65059,MO,Mokane,Jefferson City,Callaway County,143683.3333
65061,MO,Morrison,,Gasconade County,73673.91667
65062,MO,Mount Sterling,,Gasconade County,77130.66667
65063,MO,New Bloomfield,Jefferson City,Callaway County,162685.9167
65064,MO,Olean,,Miller County,115030.5
65065,MO,Osage Beach,,Camden County,180719.6667
65066,MO,Owensville,,Gasconade County,121963.25
65067,MO,Portland,Jefferson City,Callaway County,129065.4167
65068,MO,Prairie Home,,Cooper County,120352.6667
65069,MO,Rhineland,,Montgomery County,128917.5833
65072,MO,Rocky Mount,,Morgan County,225829.3333
65074,MO,Russellville,Jefferson City,Cole County,145422
65075,MO,Saint Elizabeth,,Miller County,167668.5833
65076,MO,Saint Thomas,Jefferson City,Cole County,164763.5
65077,MO,Steedman,Jefferson City,Callaway County,83047.58333
65078,MO,Stover,,Morgan County,128075.25
65079,MO,Sunrise Beach,,Camden County,227111.25
65080,MO,Tebbetts,Jefferson City,Callaway County,182124
65081,MO,Tipton,Jefferson City,Moniteau County,103609.0833
65082,MO,Tuscumbia,,Miller County,107932.8333
65083,MO,Ulman,,Miller County,109049.3333
65085,MO,Westphalia,Jefferson City,Osage County,173540.3333
65101,MO,Jefferson City,Jefferson City,Cole County,144627.5
65109,MO,Jefferson City,Jefferson City,Cole County,153998.8333
65201,MO,Columbia,Columbia,Boone County,184408.0833
65202,MO,Columbia,Columbia,Boone County,157562.6667
65203,MO,Columbia,Columbia,Boone County,233318.5833
65230,MO,Armstrong,,Howard County,109772.4167
65231,MO,Auxvasse,Jefferson City,Callaway County,135908.4167
65232,MO,Benton City,Mexico,Audrain County,86885.83333
65233,MO,Boonville,,Cooper County,125786.3333
65236,MO,Brunswick,,Chariton County,95544.58333
65237,MO,Bunceton,,Cooper County,127232.9167
65239,MO,Cairo,Moberly,Randolph County,130196.9167
65240,MO,Centralia,Columbia,Boone County,145254.1667
65243,MO,Clark,Moberly,Randolph County,166303.9167
65244,MO,Clifton Hill,Moberly,Randolph County,107818.8333
65246,MO,Keytesville,,Chariton County,112070.4167
65247,MO,Excello,,Macon County,129162.3333
65248,MO,Fayette,,Howard County,117293.4167
65250,MO,Franklin,,Howard County,168423.75
65251,MO,Fulton,Jefferson City,Callaway County,130908.5833
65254,MO,Glasgow,,Howard County,100632.1667
65255,MO,Hallsville,Columbia,Boone County,190105.75
65256,MO,Harrisburg,Columbia,Boone County,207134.4167
65257,MO,Higbee,Moberly,Randolph County,102819.75
65258,MO,Holliday,,Monroe County,136520.6667
65259,MO,Huntsville,Moberly,Randolph County,100939.0833
65260,MO,Jacksonville,Moberly,Randolph County,126572
65261,MO,Marceline,,Chariton County,109436.0833
65262,MO,Kingdom City,Jefferson City,Callaway County,155956.1667
65263,MO,Madison,,Monroe County,114996
65264,MO,Martinsburg,Mexico,Audrain County,126150.0833
65265,MO,Mexico,Mexico,Audrain County,92563.08333
65270,MO,Moberly,Moberly,Randolph County,77787.16667
65274,MO,New Franklin,,Howard County,111361.5833
65275,MO,Paris,,Monroe County,100161.5833
65276,MO,Pilot Grove,,Cooper County,133187.5833
65278,MO,Renick,Moberly,Randolph County,60716.5
65279,MO,Rocheport,Columbia,Boone County,269353.1667
65280,MO,Rush Hill,Mexico,Audrain County,86026.75
65281,MO,Salisbury,,Chariton County,102991.0833
65282,MO,Santa Fe,,Monroe County,109509.25
65283,MO,Stoutsville,,Monroe County,123744.3333
65284,MO,Sturgeon,Columbia,Boone County,152120.9167
65285,MO,Thompson,Mexico,Audrain County,162203.75
65287,MO,Wooldridge,,Cooper County,147044.5833
65301,MO,Sedalia,Sedalia,Pettis County,87492.25
65320,MO,Blackwater,,Cooper County,119832.6
65321,MO,Blackburn,Marshall,Saline County,122988.4167
65322,MO,Blackwater,,Cooper County,135550.5833
65323,MO,Calhoun,,Henry County,90341.25
65324,MO,Climax Springs,,Camden County,195567.1667
65325,MO,Cole Camp,,Benton County,107308.0833
65326,MO,Edwards,,Camden County,119841.6667
65327,MO,Emma,Kansas City,Lafayette County,103632.5833
